Name,Code,Category,Price,Change,Change%,52week,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),hyperlink
POLYDM,03031,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Leap Market",0.450,0,0%,0.450-0.750,0,-5.29,0.1,0.23,-8.51,0.22,-22.99,1.96,39.71,https://www.klsescreener.com/v2/stocks/view/03031/polydamic-group-berhad
REVENUE,0200,"Digital ServicesTechnology, Main Market",0.050,0,0%,0.045-0.115,"2,547",-3.25,0,0.14,-1.54,0.00,-23.20,0.36,30.25,https://www.klsescreener.com/v2/stocks/view/0200/revenue-group-berhad
DNEX,4456,"Digital ServicesTechnology, Main Market",0.270,0.005,1.9%,0.220-0.370,"260,826",-9.15,0,0.39,-2.95,0.00,-23.45,0.69,938.75,https://www.klsescreener.com/v2/stocks/view/4456/dagang-nexchange-berhad
PMCORP,4081,"Travel, Leisure & HospitalityConsumer Products & Services, Main Market",0.050,0,0%,0.050-0.135,440,-4.31,0,0.184,-1.16,0.00,-23.47,0.27,44.22,https://www.klsescreener.com/v2/stocks/view/4081/pan-malaysia-corporation-berhad
TOMYPAK,7285,"Packaging MaterialsIndustrial Products & Services, Main Market",0.180,0.01,5.9%,0.165-0.360,250,-5.46,0,0.23,-3.30,0.00,-23.75,0.78,77.60,https://www.klsescreener.com/v2/stocks/view/7285/tomypak-holdings-berhad
BVLH,03042,"ConstructionConstruction, Leap Market",0.190,0,0%,0.190-0.190,0,-3.12,0,0.13,-6.09,0.00,-23.98,1.46,25.76,https://www.klsescreener.com/v2/stocks/view/03042/bv-land-holdings-berhad
EQ8MY25,0821EA,"Equity FundETF-Equity, ETF",1.045,0,0%,0.870-1.100,1,-23.39,1.5,0.969,-4.47,1.44,-24.13,1.08,140.24,https://www.klsescreener.com/v2/stocks/view/0821EA/eq8-dow-jones-islamic-market-malaysia-titans-25-etf
TFP,0145,"Digital ServicesTechnology, Ace Market",0.025,0.005,25%,0.015-0.045,1,-0.19,0,0.008,-13.36,0.00,-24.30,3.25,16.22,https://www.klsescreener.com/v2/stocks/view/0145/tfp-solutions-bhd
PENERGY,5133,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",0.705,0.04,6%,0.535-1.240,"12,574",-26.40,11,1.07,-2.67,15.60,-24.67,0.66,226.83,https://www.klsescreener.com/v2/stocks/view/5133/petra-energy-bhd
TDEX,0132,"SoftwareTechnology, Ace Market",0.030,0,0%,0.025-0.050,0,-0.30,0,0.012,-10.13,0.00,-24.68,2.50,26.57,https://www.klsescreener.com/v2/stocks/view/0132/technodex-bhd
SCIB,9237,"Building MaterialsIndustrial Products & Services, Main Market",0.120,0,0%,0.110-0.280,"6,009",-4.49,0,0.18,-2.67,0.00,-24.95,0.67,88.46,https://www.klsescreener.com/v2/stocks/view/9237/sarawak-consolidated-industries-berhad
THETA,9075,"Digital ServicesTechnology, Main Market",0.520,-0.015,-2.8%,0.505-1.430,"1,695",-10.44,0,0.41,-4.98,0.00,-25.46,1.27,61.34,https://www.klsescreener.com/v2/stocks/view/9075/theta-edge-berhad
ENRA,8613,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",0.525,0,0%,0.410-0.660,0,-9.02,0,0.35,-5.82,0.00,-25.76,1.50,89.09,https://www.klsescreener.com/v2/stocks/view/8613/enra-group-berhad
MLAB,0085,"Technology EquipmentTechnology, Ace Market",0.030,0,0%,0.025-0.085,0,-9.67,0,0.373,-0.31,0.00,-25.93,0.08,8.67,https://www.klsescreener.com/v2/stocks/view/0085/mlabs-systems-bhd
JIANKUN,8923,"PropertyProperty, Main Market",0.050,0,0%,0.025-0.080,"12,538",-3.14,0,0.12,-1.59,0.00,-26.20,0.42,28.39,https://www.klsescreener.com/v2/stocks/view/8923/jiankun-international-berhad
LKL,0182,"Health Care Equipment & ServicesHealth Care, Ace Market",0.035,0.005,16.7%,0.025-0.085,510,-7.08,0,0.27,-0.49,0.00,-26.24,0.13,13.58,https://www.klsescreener.com/v2/stocks/view/0182/lkl-international-berhad
STRAITS,0080,"Transportation & Logistics ServicesTransportation & Logistics, Ace Market",0.080,0,0%,0.065-0.095,"2,302",-3.87,0,0.146,-2.07,0.00,-26.42,0.55,79.56,https://www.klsescreener.com/v2/stocks/view/0080/straits-energy-resources-berhad
PGB,0091,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",0.075,0.015,25%,0.055-0.105,"4,484",-3.19,0,0.121,-2.35,0.00,-26.43,0.62,62.27,https://www.klsescreener.com/v2/stocks/view/0091/propel-global-berhad
TURIYA,4359,"SemiconductorsTechnology, Main Market",0.200,-0.005,-2.4%,0.200-0.340,150,-12.47,0,0.47,-1.60,0.00,-26.54,0.43,45.75,https://www.klsescreener.com/v2/stocks/view/4359/turiya-berhad
KOMARK,7017,"Packaging MaterialsIndustrial Products & Services, Main Market",0.045,-0.005,-10%,0.040-0.090,402,-8.88,0,0.33,-0.51,0.00,-26.90,0.14,10.39,https://www.klsescreener.com/v2/stocks/view/7017/komarkcorp-berhad
JSB,5673,"Industrial ServicesIndustrial Products & Services, Main Market",0.300,-0.015,-4.8%,0.275-0.525,"36,286",-6.74,0,0.25,-4.45,0.00,-26.96,1.20,136.12,https://www.klsescreener.com/v2/stocks/view/5673/jentayu-sustainables-berhad
